Ensemble	H112	H122	H132	H111	H121	H131	H211	H221	H231	H212	H222	H232	H113	H123	H133	H213	H223	H233
ENSG00000278478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278479	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000278480	0	0	0	0	0	0	2	2	2	1	0	1	0	2	0	2	1	1
ENSG00000278481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278483	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000278484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278486	0	1	1	0	2	0	0	1	0	0	0	1	0	2	0	2	2	0
ENSG00000278487	0	4	0	0	3	0	0	3	2	3	0	0	2	3	0	0	3	0
ENSG00000278488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278491	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000278492	8	0	0	4	2	0	0	1	0	2	1	1	12	4	0	1	1	0
ENSG00000278493	4	1	0	5	2	0	3	0	2	5	4	2	11	0	0	4	1	1
ENSG00000278494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278496	0	9	0	2	4	0	0	1	2	0	1	0	3	4	0	0	0	1
ENSG00000278497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278498	0	0	0	0	0	1	0	2	2	1	1	0	1	0	0	1	3	1
ENSG00000278499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278500	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0
ENSG00000278501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278504	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	1	0	0
ENSG00000278505	2	2	0	5	2	0	0	3	3	4	0	5	9	1	0	1	3	0
ENSG00000278506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278509	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000278510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278512	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278513	2	2	0	0	2	0	1	0	1	1	1	2	0	2	0	1	0	2
ENSG00000278514	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0
ENSG00000278515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278517	1	2	1	0	0	0	0	1	2	0	0	0	5	0	0	1	1	1
ENSG00000278518	1	2	0	0	3	0	0	3	0	1	2	0	7	2	1	2	0	0
ENSG00000278519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278520	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000278521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278522	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000278523	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0
ENSG00000278524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278525	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000278526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278530	1	3	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ENSG00000278531	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000278532	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000278533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278534	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278535	50	116	23	59	121	38	74	96	80	138	82	88	192	96	2	83	63	77
ENSG00000278536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278540	3371	1079	221	2970	829	332	1825	651	402	3133	641	448	10900	908	21	1876	457	373
ENSG00000278541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278542	1	0	0	0	1	5	3	1	1	3	3	1	5	0	0	0	0	0
ENSG00000278543	0	1	0	2	1	0	0	2	1	0	0	4	9	3	0	2	0	0
ENSG00000278544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278546	8	12	6	8	13	4	2	3	2	4	8	2	39	8	0	1	2	2
ENSG00000278547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278549	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1
ENSG00000278550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278557	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278558	0	0	0	1	1	0	0	0	1	0	0	1	2	1	0	0	1	0
ENSG00000278559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278569	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000278570	11	71	9	5	70	14	11	41	16	28	42	14	18	53	0	13	21	16
ENSG00000278571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278572	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000278573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278576	6	14	3	4	8	0	1	16	4	6	18	5	28	8	0	1	16	0
ENSG00000278577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278582	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000278583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278586	0	6	0	0	3	1	0	3	2	0	1	0	1	3	0	0	1	1
ENSG00000278587	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278588	521	1490	108	468	1389	190	403	1146	713	735	1108	663	1671	1325	11	376	905	605
ENSG00000278589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278590	5	1	1	0	0	0	2	1	0	3	1	3	18	1	0	1	1	1
ENSG00000278591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278592	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278593	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	2	1
ENSG00000278594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278595	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000278596	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0
ENSG00000278597	0	0	9	0	2	0	0	0	0	0	3	0	5	0	0	0	0	0
ENSG00000278598	1	1	0	1	1	1	3	0	2	3	0	1	12	1	0	2	0	3
ENSG00000278599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278600	59	14	0	51	14	2	25	26	7	40	19	5	176	22	0	22	28	14
ENSG00000278601	3	4	0	0	1	0	0	1	0	3	0	0	3	1	0	3	2	0
ENSG00000278602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278607	0	8	5	0	15	4	0	5	1	1	4	5	3	14	0	2	1	5
ENSG00000278608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278610	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0
ENSG00000278611	6	4	5	5	2	3	9	0	2	15	4	4	18	0	0	10	0	5
ENSG00000278612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278615	1	2	1	1	1	2	0	5	1	0	1	2	2	3	0	0	7	0
ENSG00000278616	39	8	1	39	7	1	24	16	5	35	16	1	126	8	0	23	5	1
ENSG00000278617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278619	112	47	5	96	46	11	72	27	12	125	24	17	360	31	1	73	23	12
ENSG00000278620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278626	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1
ENSG00000278627	0	1	1	3	1	0	1	0	2	1	0	0	1	1	0	1	0	1
ENSG00000278628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278631	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000278632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278635	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
ENSG00000278636	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	2	2
ENSG00000278637	165	467	43	152	442	67	153	200	146	247	182	154	433	415	4	133	156	110
ENSG00000278638	0	1	0	0	2	0	0	0	1	0	1	0	3	1	0	0	0	0
ENSG00000278639	0	0	0	0	0	2	0	0	1	0	1	0	1	1	0	0	1	0
ENSG00000278640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278642	2	1	2	0	0	2	1	1	2	1	2	3	6	0	0	1	0	0
ENSG00000278643	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000278644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278654	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ENSG00000278655	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278658	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000278659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278660	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
ENSG00000278661	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278662	19	8	8	6	8	6	12	11	7	18	14	10	52	6	0	17	8	18
ENSG00000278663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278665	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000278666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278668	5	19	5	0	15	5	6	9	10	2	7	9	9	5	0	1	7	10
ENSG00000278669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278672	0	11	2	0	3	4	0	3	2	0	2	5	0	1	1	0	2	2
ENSG00000278673	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000278674	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
ENSG00000278675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278677	0	5	1	0	9	0	0	10	6	1	4	1	2	2	0	0	8	3
ENSG00000278678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278683	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278685	1	6	4	0	2	4	0	0	7	0	2	7	0	1	0	0	0	3
ENSG00000278686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278694	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278700	0	0	0	1	1	0	3	0	0	3	3	1	1	0	0	2	0	0
ENSG00000278701	0	0	1	0	3	0	0	4	0	0	1	2	0	3	0	0	2	1
ENSG00000278702	0	0	0	1	2	1	0	1	0	1	1	0	2	0	0	0	0	0
ENSG00000278703	8	1	2	3	0	1	0	1	2	3	1	1	22	2	0	1	0	0
ENSG00000278704	13	11	6	12	13	11	8	7	11	7	3	5	50	12	1	5	4	4
ENSG00000278705	928	891	104	760	860	119	561	803	536	1074	930	498	2506	841	9	546	665	498
ENSG00000278706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278709	23	3	0	20	1	0	30	4	4	39	5	3	62	2	0	27	6	5
ENSG00000278710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278716	2	12	1	2	17	1	4	8	1	4	4	1	10	14	0	2	5	2
ENSG00000278717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278719	0	2	0	1	8	0	1	1	2	1	1	0	0	1	0	1	3	0
ENSG00000278720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278725	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000278726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278727	7	2	8	1	6	14	4	1	3	4	3	9	23	2	2	4	2	5
ENSG00000278728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278730	912	104	12	759	86	31	183	89	57	405	95	77	2750	70	2	230	83	50
ENSG00000278731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278732	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000278733	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0
ENSG00000278734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278737	1	1	0	0	0	4	3	0	2	5	1	1	0	1	0	1	1	1
ENSG00000278738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278740	1	0	0	1	0	1	0	0	0	1	0	0	2	0	0	1	0	0
ENSG00000278741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278743	11	4	4	7	10	3	19	3	4	21	1	3	45	3	0	13	3	6
ENSG00000278744	0	2	0	0	0	5	0	1	1	0	0	2	1	6	0	0	0	2
ENSG00000278745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278750	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000278751	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000278752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278756	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000278757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278764	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278765	16	9	3	8	9	14	7	1	1	5	3	8	26	6	0	0	1	7
ENSG00000278766	5	10	0	6	7	1	4	4	0	3	4	0	10	10	0	3	6	1
ENSG00000278767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278768	25	11	5	17	6	5	17	8	3	30	7	4	86	7	0	24	7	2
ENSG00000278769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278772	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278783	1	0	0	2	0	0	1	0	0	2	0	0	0	0	0	1	1	0
ENSG00000278784	51	38	18	46	29	36	13	27	28	30	25	35	149	30	1	10	20	21
ENSG00000278785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
